source,target,edge_type,base_edge_type,dependency_layer,semantic_role,file,line,evidence
sklearn._loss.link.BaseLink,abc.ABC,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,87,class BaseLink(ABC):
sklearn._loss.link.BaseLink,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,107,"interval_y_pred = Interval(-np.inf, np.inf, False, False)"
sklearn._loss.link.HalfLogitLink,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,191,class HalfLogitLink(BaseLink):
sklearn._loss.link.HalfLogitLink,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,197,"interval_y_pred = Interval(0, 1, False, False)"
sklearn._loss.link.IdentityLink,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,154,class IdentityLink(BaseLink):
sklearn._loss.link.Interval,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,26,raise ValueError(
sklearn._loss.link.LogLink,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,167,class LogLink(BaseLink):
sklearn._loss.link.LogLink,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,170,"interval_y_pred = Interval(0, np.inf, False, False)"
sklearn._loss.link.LogitLink,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,179,class LogitLink(BaseLink):
sklearn._loss.link.LogitLink,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,182,"interval_y_pred = Interval(0, 1, False, False)"
sklearn._loss.link.MultinomialLogit,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,208,class MultinomialLogit(BaseLink):
sklearn._loss.link.MultinomialLogit,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/link.py,255,"interval_y_pred = Interval(0, 1, False, False)"
sklearn._loss.loss.AbsoluteError,sklearn._loss.loss.BaseLoss,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/loss.py,538,class AbsoluteError(BaseLoss):
sklearn._loss.loss.AbsoluteError,sklearn._loss._loss.CyAbsoluteError,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/loss.py,560,"super().__init__(closs=CyAbsoluteError(), link=IdentityLink())"
sklearn._loss.loss.AbsoluteError,sklearn._loss.link.IdentityLink,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/loss.py,560,"super().__init__(closs=CyAbsoluteError(), link=IdentityLink())"
sklearn._loss.loss.BaseLoss,sklearn._loss.link.Interval,constructor_call_composition,constructor_call,composition,owned_component_instantiation,/home/ota/VM/sklearn/sklearn-1.4.0/lib/python3.9/site-packages/sklearn/_loss/loss.py,135,"self.interval_y_true = Interval(-np.inf, np.inf, False, False)"
